Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Tapınak Şövalyeleri,Kitap > Siyaset > Kurumlar-Örgütler,Kürşad Berkkan,YEDİVEREN YAYIN GRUBU - KAMPANYA,4 / 5 (15 oy),281,16,1,14,"306,00",05.09.2017,TÜRKÇE,512,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,284,3
Bridget Jones - Mantığın Sınırı,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Helen Fielding,PEGASUS YAYINLARI,5 / 5 (8 oy),91,10,0,35,"299,00",20.06.2015,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,112,3
Kısa Almanya TarihiAryanlardan İmparatorluğa,Kitap > Siyaset > Siyasal Tarih,Mary Platt Parmele,LİBERUS,4 / 5 (11 oy),383,21,1,10,"200,00",14.10.2022,TÜRKÇE,152,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,459,3
Zararlı YazılımlarSiber Kitle İmha Silahları,Kitap > Bilgisayar > Kavramlar,Alper Başaran,ARİON YAYINLARI,5 / 5 (2 oy),173,11,1,1,"400,00",02.05.2019,TÜRKÇE,194,Karton Kapak,14 x 20 cm,Kitap Kağıdı,125,1
Unutmak,Kitap > Edebiyat > Roman (Yerli),Sibel Kertik Erkan,ZEMRA YAYINLARI,Puan Yok,8,2,1,3,"341,00",06.07.2022,TÜRKÇE,235,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,134,0
"Zaman, Tanrı ve Dört-Boyutçuluk",Kitap > Felsefe-Düşünce > Diğer,Turan Argun Sezer,SARMAL KİTABEVİ,5 / 5 (2 oy),44,5,0,0,"440,00",30.10.2023,TÜRKÇE,466,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,65,1
Kış Öpücüğü,Kitap > Edebiyat > Roman (Çeviri),Kresley Cole,PEGASUS YAYINLARI,5 / 5 (42 oy),164,18,1,56,"269,00",10.03.2016,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,279,13
Okul Öncesi Eğitimde Yaratıcı DramaOyun Destekli Beslenme Eğitimi,Kitap > Eğitim > Çocuk Eğitimi,Erol Sabır,SARMAL KİTABEVİ,Puan Yok,83,0,0,0,"220,00",13.05.2022,TÜRKÇE,177,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,73,0
Susanlara Hiçbir Şey Sormayınız,Kitap > Psikoloji > İnceleme,Sefa Kaplan,HOLDEN KİTAP,5 / 5 (7 oy),68,10,2,2,"250,00",25.08.2021,TÜRKÇE,448,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,295,3
Uykunun Gözleri,Kitap > Edebiyat > Hikaye (Yerli),Kolektif,BANLİYÖ KİTAP,5 / 5 (1 oy),11,1,0,1,"126,00",25.01.2024,TÜRKÇE,112,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,365,1
Küresel Sırlar,Kitap > Akademik > Siyaset İnceleme,Kürşad Berkkan,YEDİVEREN YAYIN GRUBU - KAMPANYA,4 / 5 (9 oy),252,6,0,5,"299,00",07.10.2023,TÜRKÇE,366,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,203,3
Sarmal,Kitap > Siyaset > Araştırma-İnceleme,Murat Ağırel,KIRMIZI KEDİ YAYINEVİ,4 / 5 (347 oy),2.078,216,19,356,"400,00",17.04.2024,TÜRKÇE,352,Karton Kapak,13.3 x 23 cm,Kitap Kağıdı,11972,135
Endişe Karnavalı,Kitap > Edebiyat > Roman (Yerli),Mehmet Taşdemir,LEJAND,5 / 5 (1 oy),5,1,1,0,"430,00",27.03.2024,TÜRKÇE,140,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,153,0
Umutlar / Peri Serisi 4. Kitap,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Aprilynne Pike,PEGASUS YAYINLARI,4 / 5 (10 oy),116,9,0,10,"269,00",10.04.2015,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,74,4
Sembolizm,Kitap > Felsefe-Düşünce > Diğer,Alfred North Whitehead,SAY YAYIN GRUBU-KAMPANYA,3 / 5 (2 oy),90,3,0,4,"200,00",17.04.2023,TÜRKÇE,88,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,60,0
"Sevilmek, Başarılı Olmak ve Hayallerini Gerçekleştirmek İçin  Yeterlisin",Kitap > Kişisel Gelişim,Panache Desai,SAY YAYIN GRUBU-KAMPANYA,Puan Yok,49,4,0,0,"250,00",11.05.2023,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,30,0
Yeşilçam Hafiyesi,Kitap > Başvuru Kitapları > Diğer,Kürşat Çetin,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (6 oy),79,5,1,5,"312,00",26.11.2020,TÜRKÇE,240,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,127,4
Denenmiş Şeyler,Kitap > Edebiyat > Şiir (Yerli),Azimet  Avcu,EPONA KİTAP,4 / 5 (9 oy),37,4,1,7,"149,00",01.06.2023,TÜRKÇE,95,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,364,2
Ruh Çıkmazı / Ruh Çığlığı Serisi 3. Kitap,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Rachel Vincent,PEGASUS YAYINLARI,4 / 5 (17 oy),140,13,1,18,"249,00",03.04.2015,TÜRKÇE,312,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,104,5
Gemisini Kurtaran Anne Baba,Kitap > Psikoloji > Genel > Kitap > Eğitim > Annelik-Babalık-Aile,Soner Yatgın,ARİON YAYINLARI,5 / 5 (11 oy),127,4,1,9,"360,00",09.08.2025,TÜRKÇE,188,Karton Kapak,14 x 20 cm,2. Hm. Kağıt,353,8
Her Nefes Bir Umut,Kitap > Edebiyat > Diğer,Ebru Boranlıoğlu Tekin,TRUVA YAYINLARI,5 / 5 (6 oy),22,2,0,4,"210,00",03.06.2024,TÜRKÇE,216,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,192,6
Başka DünyalarUzayda Yaşam Arayışımız,Kitap > Bilim & Mühendislik > Diğer,Özgür Barış Etli,URZENİ,4 / 5 (2 oy),101,4,0,7,"230,00",08.06.2021,TÜRKÇE,122,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,111,2
İstanbul Şehremaneti,Kitap > Edebiyat > İnceleme,Tarkan Oktay,YEDİTEPE YAYINEVİ-KAMPANYA,4 / 5 (27 oy),82,12,2,10,"430,00",01.09.2011,TÜRKÇE,422,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,234,10
Beklenmedik Koşullar,Kitap > Edebiyat > Roman (Çeviri),Lauren Asher,OLİMPOS YAYINLARI,4 / 5 (59 oy),1.704,98,9,106,"349,00",06.02.2023,TÜRKÇE,472,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2010,36
Tek Parça Kadın,Kitap > Edebiyat > Roman (Çeviri),Perumal Murugan,DEDALUS KİTAP,4 / 5 (7 oy),89,14,0,8,"200,00",30.09.2024,TÜRKÇE,180,Karton Kapak,13 x 20 cm,Kitap Kağıdı,161,5
Ruhlar Arasındaki Büyücü,Kitap > Psikoloji > İnceleme,Harry  Houdini,SARMAL KİTABEVİ,5 / 5 (1 oy),10,1,0,0,"300,00",06.02.2024,TÜRKÇE,311,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,9,1
Unutulmaz Yolculukların Hüzünlü Gezgini,Kitap > Edebiyat > Anı (Hatırat),Dr. Filiz Besim,SARMAL KİTABEVİ,Puan Yok,4,0,0,0,"270,00",15.03.2021,TÜRKÇE,170,Karton Kapak,13 x 20 cm,Kitap Kağıdı,8,0
Demokrasilerin EvrimiGeçmişte ve Şimdi,Kitap > Siyaset > Araştırma-İnceleme,Ali Demirsoy,SARMAL KİTABEVİ,5 / 5 (3 oy),56,5,1,1,"250,00",07.07.2023,TÜRKÇE,181,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,119,3
Yavuz ve MidilliOsmanlı'nın Son Savaşı,Kitap > Tarih > Araştırma-İnceleme,Özer Öner,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (21 oy),179,14,3,9,"600,00",02.02.2012,TÜRKÇE,307,Karton Kapak,20 x 27 cm,Kitap Kağıdı,166,8
Kolomb Macerası,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Steve Berry,BİLGE KÜLTÜR SANAT,5 / 5 (34 oy),133,25,2,28,"370,00",12.09.2015,TÜRKÇE,504,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,329,13
Başarının SırrıMehmet Yayla’nın Hayat Öyküsü,Kitap > Edebiyat > Biyografi-Otobiyografi > Kitap > Kişisel Gelişim,Teoman Sabri,HAYY KİTAP - KAMPANYA,3 / 5 (3 oy),55,2,0,5,"150,00",12.03.2020,TÜRKÇE,96,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,140,0
Yahudi Mezhepleri Ferisilik ve Sadukilik Giriş,Kitap > Tarih > Araştırma-İnceleme,Julius Wellhausen,SAY YAYIN GRUBU-KAMPANYA,3 / 5 (6 oy),164,5,0,1,"350,00",18.10.2023,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,84,2
La BohémeOpera Klasikleri: 08,Kitap > Sanat > Diğer,Giacomo Puccini,FİHRİST KİTAP,4 / 5 (1 oy),22,4,0,0,"229,50",27.03.2024,TÜRKÇE,154,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,34,0
Bilimkurgu Sinemasında Mitolojik Anlatım,Kitap > Sinema-Tiyatro,Aslı Arıcı Sevinç,URZENİ,5 / 5 (2 oy),30,2,1,4,"200,00",20.02.2021,TÜRKÇE,157,Karton Kapak,13 x 20 cm,Kitap Kağıdı,77,1
Fotoğraftan Sonra İmajların İstilası,Kitap > Sanat > Fotoğraf,H. Murat Filinte,BİYOGRAFİ.NET,5 / 5 (1 oy),19,1,0,1,"150,00",27.05.2021,TÜRKÇE,128,Karton Kapak,14 x 20.5 cm,Kitap Kağıdı,110,0
50 Maddede Mutluluk,Kitap > Felsefe-Düşünce > Diğer,Orhan Tüleylioğlu,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),9,1,0,0,"260,00",17.07.2020,TÜRKÇE,304,Karton Kapak,11.5 x 17.5 cm,Kitap Kağıdı,6,0
Sorokin’in Toplum Felsefesi,Kitap > Sosyoloji > Sosyologlar,Fahri Atasoy,NET KİTAPLIK YAYINCILIK,4 / 5 (3 oy),47,2,2,3,"270,00",20.07.2023,TÜRKÇE,152,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,35,1
Türkiye’nin İsrail Politikası,Kitap > Siyaset > Araştırma-İnceleme,Çiğdem Bayraktar Ör,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (1 oy),34,1,0,0,"320,00",17.10.2024,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,31,1
One DirectionHayallerin Peşinde,Kitap > Müzik > Müzisyenler,One Direction,PEGASUS YAYINLARI,4 / 5 (49 oy),525,26,1,33,"299,00",30.01.2013,TÜRKÇE,288,Karton Kapak,15 x 20 cm,Kuşe Kağıt,1593,21
Güzel Ölüler -3,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Eden Maguire,PEGASUS YAYINLARI,4 / 5 (4 oy),80,4,0,5,"249,00",21.06.2013,TÜRKÇE,280,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,33,1
Türkiye'de Darbeler ve Darbelerde ABD'nin Rolü,Kitap > Siyaset > Araştırma-İnceleme,Çetin Orhan,ALAN YAYINCILIK,5 / 5 (3 oy),51,4,0,4,"480,00",24.02.2023,TÜRKÇE,472,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,131,2
Avolon Okçuları Serisi Özel Set (3 Kitap),Kitap > Edebiyat > Roman (Çeviri),Chelsea Fine,PEGASUS YAYINLARI,4 / 5 (21 oy),315,19,0,27,"847,00",Bilgi Yok,TÜRKÇE,1208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,299,14
Hans Huckebein: Talihsiz KuzgunTüftüfCumartesi Akşamı Banyosu,Kitap > Eğlence-Mizah > Çizgi Roman,Wilhelm Busch,FİHRİST KİTAP,5 / 5 (9 oy),67,10,1,11,"119,50",21.08.2023,TÜRKÇE,60,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,78,6
Türkiye’de ve Dünya’da Engelli Dostu Sosyal Politikalar,Kitap > Siyaset > Diğer > Kitap > Sosyoloji > Diğer,Prof. Dr. Ali Seyyar,RAĞBET YAYINLARI-KAMPANYA,4 / 5 (9 oy),33,4,2,6,"744,00",15.10.2015,TÜRKÇE,496,Karton Kapak,15.5 x 23.5 cm,Kitap Kağıdı,173,2
Dördüncü Bozgun,Kitap > Siyaset > Araştırma-İnceleme,Hüseyin Özbek,DOĞU KİTABEVİ,5 / 5 (1 oy),9,1,0,0,"364,00",23.06.2022,TÜRKÇE,304,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,211,0
Geronimo,Kitap > Tarih > Kişiler > Kitap > Kültür > Kültür Tarihi,S. M. Barret,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (19 oy),138,10,3,19,"140,00",27.05.2021,TÜRKÇE,152,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,147,8
Şairin 12'si,Kitap > Diğer > Söyleşi,Ayhan Şahin,FİHRİST KİTAP,Puan Yok,16,1,0,1,"234,50",10.03.2022,TÜRKÇE,156,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,15,0
Büyük Frederik Anti-Makyavel,Kitap > Edebiyat > Deneme (Çeviri),Voltaire,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (32 oy),291,26,1,22,"150,00",06.10.2016,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,473,9
Göçmen Bavulu,Kitap > Sosyoloji > Araştırma-İnceleme,Cemil Şahinöz,LEJAND,5 / 5 (2 oy),52,3,0,5,"130,00",28.07.2022,TÜRKÇE,108,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,262,2
Gözlemci Olarak Buradayız,Kitap > Edebiyat > Roman (Yerli),Emirhan Burak Aydın,DEDALUS KİTAP,4 / 5 (40 oy),142,38,2,28,"60,00",02.01.2018,TÜRKÇE,238,Karton Kapak,13 x 20 cm,Kitap Kağıdı,530,15
Takı Yapım Teknikleri 2,Kitap > Hobi > El İşleri,Nuran Sarısoy,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (4 oy),144,0,1,1,"415,00",22.02.2007,TÜRKÇE,208,Karton Kapak,21 x 29.5 cm,Kitap Kağıdı,135,1
Doğa ve Yaşam,Kitap > Felsefe-Düşünce > Diğer,Alfred North Whitehead,SAY YAYIN GRUBU-KAMPANYA,3 / 5 (2 oy),77,3,1,3,"150,00",20.01.2023,TÜRKÇE,64,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,69,0
Başkaldırı / Eve 3,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Anna Carey,PEGASUS YAYINLARI,5 / 5 (13 oy),68,6,0,10,"269,00",09.10.2015,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,45,1
Anadolu Tasavvufu,Kitap > Din > Felsefe-Sosyoloji-Psikoloji,Akın Gülyurt,LEJAND,5 / 5 (18 oy),162,12,1,10,"250,00",06.02.2025,TÜRKÇE,270,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,649,9
Ay Çöreği,Kitap > Kültür > Kültür Yazıları > Kitap > Edebiyat > Deneme (Yerli),Mustafa Arslantunalı,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (6 oy),65,16,1,2,"202,00",09.01.2020,TÜRKÇE,347,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,130,0
Açlık Oyunları Haraçları Tanıyalım,Kitap > Edebiyat > Roman (Çeviri),Kate Egan,PEGASUS YAYINLARI - KAMPANYA,4 / 5 (84 oy),552,54,3,77,"299,00",05.03.2012,TÜRKÇE,128,Karton Kapak,13.3 x 20.3 cm,Kitap Kağıdı,1365,32
Atatürk’ten Menderes’e Güneydoğu Kalkınması,Kitap > Siyaset,Ramazan Topdemir,TRUVA YAYINLARI,3 / 5 (1 oy),11,2,0,0,"175,00",15.08.2023,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,63,0
Yeni Dünya Amerika-Philadelphia 1693,Kitap > Edebiyat > Roman (Yerli),Dr. Maksut Sarı,DOĞU KİTABEVİ,5 / 5 (1 oy),19,0,0,1,"263,00",01.08.2024,TÜRKÇE,208,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,13,1
Aynada Başkasını Aramak,Kitap > Edebiyat > Diğer,Emre Ağanoğlu,EPONA KİTAP,Puan Yok,2,0,0,0,"158,00",03.05.2024,TÜRKÇE,48,Karton Kapak,12 x 19 cm,Kitap Kağıdı,24,0
RomantizmKısa Bir Giriş,Kitap > Felsefe-Düşünce > Diğer,Michael Ferber,SAY YAYIN GRUBU-KAMPANYA,Puan Yok,98,3,1,0,"250,00",12.06.2020,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,69,0
Lirik Prenses Tezer,Kitap > Edebiyat > Roman (Yerli),Selda Terek Bilecen,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (42 oy),105,28,5,38,"350,00",07.04.2017,TÜRKÇE,312,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,248,22
Simetrik Can Alıcı Diriliş,Kitap > Edebiyat > Şiir (Yerli),Mehmet Metin Tavukçu,SARMAL KİTABEVİ,Puan Yok,1,0,0,0,"140,00",10.04.2021,TÜRKÇE,89,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,17,0
Taş Tüter Duman Çatlar,Kitap > Edebiyat > Hikaye (Yerli),Serkan Gülpınar,EPONA KİTAP,Puan Yok,14,4,1,1,"234,00",26.03.2024,TÜRKÇE,157,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,302,0
Sıradışı Bir Siyasetçi: Kasım GülekHayatı ve Siyasi Faaliyetleri,Kitap > Siyaset > Biyografi-Otobiyografi,Meral Balcı,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (31 oy),144,16,3,17,"320,00",09.04.2015,TÜRKÇE,342,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,348,17
Kıbrıs ve Doğu Akdeniz Araştırmaları,Kitap > Kültür > Arkeoloji > Kitap > Siyaset > Kıbrıs > Kitap > Akademik > Tarih İnceleme,Gökçe Yükselen Peler,Mİ YAYINLARI,Puan Yok,32,2,1,0,"999,00",06.02.2024,TÜRKÇE,600,Karton Kapak,15 x 23 cm,Kitap Kağıdı,25,0
Sen de Vur Hocam,Kitap > Edebiyat > Diğer,Galip  Duman,EMRE YAYINLARI,5 / 5 (1 oy),5,0,0,1,"260,00",01.03.2023,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,564,1
"Laik Devlet Kuşatma AltındaAvrupa ve Amerika’da Hıristiyanlık, İslam ve Siyaset",Kitap > Din > İslamiyet > Kitap > Din > Hristiyanlık > Kitap > Siyaset > Araştırma-İnceleme,Christian Joppke,SAY YAYIN GRUBU-KAMPANYA,3 / 5 (6 oy),112,4,1,1,"300,00",14.02.2018,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,61,1
Halkla İlişkiler Ne Değildir?,Kitap > Diğer > Reklamcılık-Halkla İlişkiler,Kolektif,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (2 oy),17,0,1,0,"300,00",20.05.2014,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,25,0
İzmir Çıkmazı,Kitap > Edebiyat > Tarihi Roman,Charles Thoma,BİLGE KÜLTÜR SANAT,4 / 5 (22 oy),111,15,2,14,"360,00",12.02.2016,TÜRKÇE,448,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,263,8
80 Gün Aşkın Rengi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Vina Jackson,PEGASUS YAYINLARI,4 / 5 (20 oy),132,7,2,23,"299,00",06.07.2013,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,213,5
Sosyalizm,Kitap > Siyaset > Araştırma-İnceleme,Peter Lamb,LİBERUS,4 / 5 (2 oy),102,6,0,0,"220,00",26.05.2023,TÜRKÇE,174,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,150,0
Tevhid Adalet Özgürlük / Yeniden Düşünmek,Kitap > İslam > Diğer,Ahmet Özcan,YARIN YAYINCILIK,5 / 5 (5 oy),27,3,0,2,"210,50",21.12.2021,TÜRKÇE,148,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,85,1
Hürriyet Adalet Müsavat,Kitap > Tarih > Siyasal Tarih,Mehmet Esat Işık,MAVİ GÖK YAYINLARI,5 / 5 (1 oy),37,0,0,2,"162,00",12.02.2024,TÜRKÇE,56,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,48,0
Gençler İçin Deprem ve TsunamiSoru Oyun Ve Deneylerle Anlama,Kitap > Bilim & Mühendislik > Diğer,Eşref Atabey,SARMAL KİTABEVİ,5 / 5 (1 oy),34,3,0,3,"200,00",25.05.2021,TÜRKÇE,170,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,38,1
Ay'a Yolculuk,Kitap > Edebiyat > Bilimkurgu-Fantazya,George Tucker,FİHRİST KİTAP,5 / 5 (4 oy),37,6,0,5,"299,50",09.08.2021,TÜRKÇE,214,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,152,1
Gaslight,Kitap > Siyaset > Araştırma-İnceleme,Yılmaz Özdil,SİA KİTAP,5 / 5 (125 oy),1.642,237,26,196,"350,00",25.10.2023,TÜRKÇE,600,Karton Kapak,13.7 x 23 cm,Kitap Kağıdı,5654,80
Bosna'da Egemenlik Sorunu- Dayton Anlaşması,Kitap > Siyaset > Bölgeler-Ülkeler > Kitap > Siyaset > Araştırma-İnceleme,Esat Ertaç Erbesler,BİYOGRAFİ.NET,5 / 5 (2 oy),30,1,0,0,"250,00",18.03.2021,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,45,1
Hayatın Yarası,Kitap > Edebiyat > Anı (Hatırat),Bilgi Yok,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (4 oy),20,5,0,1,"250,00",13.10.2016,TÜRKÇE,286,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,31,2
Güç Oyunu,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Joseph Finder,BİLGE KÜLTÜR SANAT,4 / 5 (20 oy),125,9,0,23,"300,00",13.02.2008,TÜRKÇE,336,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,162,9
İçimdeki Duvarlar / Koşulsuz 1. Kitap,Kitap > Edebiyat > Roman (Yerli),Esra Güntay Beyatlı,SAY YAYIN GRUBU-KAMPANYA,2 / 5 (1 oy),9,1,0,0,"200,00",09.03.2017,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,11,0
Müslümanların Gözüyle Haçlı Seferleri,Kitap > Tarih > Araştırma-İnceleme,Paul M. Cobb,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (19 oy),285,23,2,6,"400,00",15.11.2018,TÜRKÇE,464,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,208,5
Demir Orkide,Kitap > Edebiyat > Roman (Çeviri),Stuart Woods,BİLGE KÜLTÜR SANAT,4 / 5 (20 oy),70,8,1,12,"240,00",20.08.2007,TÜRKÇE,280,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,143,7
Kuzucuk,Kitap > Çocuk Kitapları > Hikaye,Müjdat Gezen,BİLGE KÜLTÜR SANAT,4 / 5 (14 oy),67,8,2,3,"120,00",01.01.2010,TÜRKÇE,60,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,239,2
Oscar Pill Serisi Takım Set (2 Kitap),Kitap > Edebiyat > Roman (Çeviri),Eli Anderson,PEGASUS YAYINLARI,5 / 5 (1 oy),61,4,0,1,"590,00",02.03.1970,TÜRKÇE,1184,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,36,1
Nıetzche'de Kültür ve Hakikat,Kitap > Felsefe-Düşünce > Diğer,Fikret  Demirci,URZENİ,Puan Yok,16,0,0,0,"170,00",05.10.2023,TÜRKÇE,125,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,19,0
Ye Dua Et EvlenBir Aşk Hikayesi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Elizabeth Gilbert,PEGASUS YAYINLARI,4 / 5 (19 oy),319,7,1,29,"299,00",01.10.2010,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,319,25
Sufi’nin Yolu,Kitap > İslam > Tasavvuf,İdris Şah,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),26,6,0,0,"300,00",05.07.2022,TÜRKÇE,328,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,46,2
On Dakika,Kitap > Edebiyat > Roman (Çeviri),Chiara Gamberale,PEGASUS YAYINLARI,4 / 5 (169 oy),663,136,7,178,"249,00",22.02.2017,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3959,93
Althusser ve Yeni Marksist Toplumsal Kuram,Kitap > Felsefe-Düşünce > Diğer,Robert P. Resch,URZENİ,Puan Yok,30,1,0,0,"600,00",03.03.2023,TÜRKÇE,619,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,37,0
Aylak Sınıfın Kuramı,Kitap > Sosyoloji > Araştırma-İnceleme,Thorstein Veblen,URZENİ,5 / 5 (9 oy),237,12,1,5,"300,00",07.02.2022,TÜRKÇE,278,Karton Kapak,14 x 22 cm,Kitap Kağıdı,257,2
Tapu ve Anahtar,Kitap > Edebiyat > Hikaye (Yerli),Bekir Hamurcu,ARİON YAYINLARI,Puan Yok,3,0,0,1,"360,00",09.08.2025,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,204,0
Sırasına Göre Keyfim Gayfe Öte’a’nazi,Kitap > Edebiyat > Şiir (Yerli),Neslihan Yalman,EPONA KİTAP,Puan Yok,6,0,1,1,"178,00",11.02.2022,TÜRKÇE,80,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,172,0
Olağanüstü Anlar İçin Ev Yapımı Mucizeler,Kitap > Kişisel Gelişim,Bircan Yıldırım,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,98,6,0,1,"200,00",17.05.2023,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,129,0
