Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Teorilerle SineanalizSosyolojik Psikanalitik Felsefe Sinema Çalışmaları,Kitap > Sinema-Tiyatro > Senaryo (Yerli),F. Neşe Kaplan,URZENİ,5 / 5 (1 oy),42,1,0,0,"440,00",07.12.2022,TÜRKÇE,427,Karton Kapak,13 x 20 cm,Kitap Kağıdı,39,0
Kapitalizm Nedir?Politik ve Toplumsal Bilginin ABC’si,Kitap > Ekonomi > Araştırma-İnceleme,Vladimir Buzuev,SARMAL KİTABEVİ,3 / 5 (1 oy),18,1,0,1,"220,00",20.05.2024,TÜRKÇE,199,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,27,1
Yeni Başlayanlar İçin Psikoloji,Kitap > Psikoloji > İnceleme,G. Neil Martin,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (3 oy),120,5,1,3,"350,00",26.02.2020,TÜRKÇE,280,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,75,3
Sil Baştan,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Diğer > Gençlik Kitapları > Edebiyat,Chelsea Fine,PEGASUS YAYINLARI,5 / 5 (13 oy),175,12,2,16,"299,00",20.08.2014,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,140,3
Anlaşma,Kitap > Edebiyat > Roman (Çeviri),T.L.  Swan,MARTI YAYINLARI,5 / 5 (24 oy),271,24,0,58,"350,00",22.01.2024,TÜRKÇE,464,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,527,10
Akışkan Benlikler,Kitap > Akademik > Bilim,İrfan Cirit,NET KİTAPLIK YAYINCILIK,5 / 5 (3 oy),29,0,2,1,"605,00",03.08.2022,TÜRKÇE,392,Karton Kapak,13 x 20 cm,Kitap Kağıdı,112,2
Hayaletli Kasaba - Hayalet Dedektifleri Serisi,Kitap > Edebiyat > Hikaye (Yerli),Umut Çalışan,KENT KARDEŞ,5 / 5 (1 oy),20,1,1,10,"154,00",11.04.2025,TÜRKÇE,123,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,131,0
Büyülü Eşyalar Koleksiyoncusu,Kitap > Edebiyat > Bilimkurgu-Fantazya,Peren Ercan,KENT KİTAP,5 / 5 (12 oy),94,4,0,8,"254,00",24.01.2024,TÜRKÇE,243,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,195,4
İnsanlık Değişebilir mi?,Kitap > Kişisel Gelişim,Jiddu Krishnamurti,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (2 oy),144,7,1,2,"350,00",03.07.2015,TÜRKÇE,240,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,104,1
Zor Zamanlar İçin Dharma,Kitap > Kişisel Gelişim,Stephen Cope,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),16,1,0,0,"280,00",06.09.2022,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,16,1
Babama Anarşizmi Anlatıyorum,Kitap > Felsefe-Düşünce > Diğer,Thomas Déri,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (1 oy),29,1,1,1,"300,00",07.12.2023,TÜRKÇE,200,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21,0
Erkeğin Karanlık Yüzü,Kitap > Kültür > Antropoloji > Kitap > Psikoloji > İnceleme,Michael P. Ghiglieri,SİYASAL YAYIN GRUBU - KAMPANYA,5 / 5 (3 oy),147,7,0,1,"480,00",05.02.2003,TÜRKÇE,495,Karton Kapak,14 x 23.5 cm,3. Hm. Kağıt,101,2
Sefiller,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Edebiyat > 100 Temel Eser,Victor Hugo,İSKELE YAYINCILIK,5 / 5 (205 oy),758,112,21,409,"235,00",01.11.2022,TÜRKÇE,400,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,3564,109
Katalonya’ya Selam,Kitap > Edebiyat > Roman (Çeviri),George Orwell,SARMAL KİTABEVİ,5 / 5 (2 oy),25,1,0,2,"270,00",28.03.2023,TÜRKÇE,254,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29,0
Beni Öldürmeyen Şey,Kitap > Edebiyat > Şiir (Yerli),Gizem Bilkay,EPONA KİTAP,4 / 5 (4 oy),17,3,0,4,"158,00",03.05.2024,TÜRKÇE,58,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,303,3
Annemin Çocukluğunu Kim Yedi ?,Kitap > Eğitim > Annelik-Babalık-Aile,Oya Akbaş,YEDİVEREN YAYIN GRUBU - KAMPANYA,Puan Yok,42,0,0,0,"194,00",19.11.2020,TÜRKÇE,232,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,30,0
Kısa Büyü ve Gizem Tarihi,Kitap > Edebiyat > Roman (Çeviri),Alfred Thompson,LİBERUS,5 / 5 (4 oy),151,5,0,0,"200,00",29.03.2023,TÜRKÇE,150,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,219,0
Türk Dünyasının Bayramı Yeni Gün (Nevruz),Kitap > Kültür > Genel > Kitap > Kültür > Kültür Tarihi,Ramazan Karaman,BİLGE KÜLTÜR SANAT,4 / 5 (3 oy),45,2,1,1,"185,00",21.03.2014,TÜRKÇE,256,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,41,0
İnkar / Avalon'un Okçuları 3,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Chelsea Fine,PEGASUS YAYINLARI,5 / 5 (6 oy),51,7,0,5,"249,00",09.10.2015,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,45,1
Kafka'nın BöceğiTersine Metamorfozun Mitolojik Öyküsü,Kitap > Edebiyat > Roman (Yerli),Selçuk Alkan,KENT KİTAP,5 / 5 (2 oy),9,0,0,2,"129,00",11.05.2023,TÜRKÇE,154,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,73,0
Tıp ve Din,Kitap > İslam > Araştırma-İnceleme,Ümit  Özdemir,HAYY KİTAP - KAMPANYA,4 / 5 (7 oy),96,5,1,5,"150,00",25.01.2021,TÜRKÇE,104,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,144,4
Bizden Masallar,Kitap > Edebiyat > Diğer,Veysel Dinler,ALAN YAYINCILIK,Puan Yok,3,0,0,0,"364,00",10.03.2023,TÜRKÇE,285,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,143,0
Aforizmalar,Kitap > Felsefe-Düşünce > Felsefe Metinleri,Franz Kafka,İSKELE YAYINCILIK,5 / 5 (17 oy),462,14,3,44,"110,00",07.06.2023,TÜRKÇE,144,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,697,8
Sahte Nişanlı,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Cara Elliott,PEGASUS YAYINLARI,4 / 5 (20 oy),118,9,0,22,"299,00",20.10.2015,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,164,6
Issızlığın Ortasında,Kitap > Edebiyat > Roman (Çeviri),Stef Penney,BİLGE KÜLTÜR SANAT,4 / 5 (13 oy),72,9,1,10,"350,00",01.04.2010,TÜRKÇE,448,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,108,6
Kum Şehri,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Anna Carey,PEGASUS YAYINLARI,5 / 5 (12 oy),137,8,0,12,"269,00",10.03.2015,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,77,1
İki Aynalı Ev,Kitap > Edebiyat > Roman (Yerli),Yasemin Talaz Bayraktaroğlu,BANLİYÖ KİTAP,5 / 5 (2 oy),8,1,1,3,"98,00",20.01.2023,TÜRKÇE,72,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,249,0
Şirince Meydan Muharebelerinin Mufassal Tarihçesi,Kitap > Edebiyat > Anı (Hatırat),Sevan Nişanyan,LİBERUS,5 / 5 (2 oy),53,3,0,3,"360,00",28.11.2023,TÜRKÇE,292,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,205,1
Güzel,Kitap > Edebiyat > Roman (Yerli),Ömer  Alkan,FİHRİST KİTAP,5 / 5 (5 oy),44,2,0,10,"139,50",19.03.2021,TÜRKÇE,76,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,188,5
Çağdaş Türkiye Tarihi,Kitap > Tarih > Türkiye,Antonello Biagini,SİYASAL YAYIN GRUBU - KAMPANYA,5 / 5 (16 oy),236,12,2,6,"210,00",25.09.2007,TÜRKÇE,148,Karton Kapak,14 x 21.5 cm,Kitap Kağıdı,196,5
Turtanın En Tatlı Yeri,Kitap > Edebiyat > Polisiye,Alan Bradley,PEGASUS YAYINLARI,4 / 5 (238 oy),536,188,20,189,"299,00",23.08.2016,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4379,126
Peggy Sue ve Hayaletler -4 / Büyülü Hayvanat Bahçesi,Kitap > Çocuk Kitapları > Roman > Kitap > Orijinal Dil > Fransızca,Serge Brussolo,PEGASUS  ÇOCUK YAYINLARI,4 / 5 (2 oy),14,3,0,5,"249,00",08.03.2014,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,44,0
Aklımın Seyir Defteri,Kitap > Edebiyat > Roman (Yerli),D. Ali Gültekin,BİZİM KİTAPLAR YAYINEVİ,5 / 5 (1 oy),3,0,0,0,"175,00",18.11.2021,TÜRKÇE,148,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3,1
Mülteci Chipo,Kitap > Edebiyat > Roman (Yerli),Erbil Erbige,KEDİDEDİ YAYINCILIK,5 / 5 (1 oy),7,0,0,1,"385,00",21.10.2024,TÜRKÇE,360,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,99,1
Aşk Yolculuğu,Kitap > Edebiyat > Roman (Yerli),Erol Kasırga,TRUVA YAYINLARI,5 / 5 (1 oy),32,0,0,0,"260,00",08.12.2021,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,31,0
Erkekliğin DuruşmasıErkeklik ve Faşizm,Kitap > Sosyoloji > Araştırma-İnceleme,Salim Koçak,ALAN YAYINCILIK,5 / 5 (1 oy),11,1,0,0,"194,00",18.01.2024,TÜRKÇE,120,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,59,1
Mevlana’dan Masallar,Kitap > Çocuk Kitapları > Okul Öncesi > Masal,Bilgenur Çorlu,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (2 oy),34,0,0,1,"255,00",20.09.2019,TÜRKÇE,392,Karton Kapak,11.5 x 16 cm,Kitap Kağıdı,63,0
İletişim ve Kent,Kitap > Sosyoloji > Araştırma-İnceleme,Prof. Dr. Mukadder Çakır,URZENİ,Puan Yok,11,0,0,0,"180,00",02.09.2021,TÜRKÇE,119,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,12,0
Gargantua,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > Fransızca,François Rabelais,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (10 oy),130,6,0,9,"200,00",15.02.2010,TÜRKÇE,256,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,104,4
Köylülük ve KentlilikÖteki ve Ötekileştirme Bağlamında,Kitap > Sosyoloji > Araştırma-İnceleme,Zeynep Elif Tunç,URZENİ,5 / 5 (1 oy),32,2,0,0,"240,00",06.11.2020,TÜRKÇE,190,Karton Kapak,13 x 20 cm,Kitap Kağıdı,37,0
Güzergahın Gizemi,Kitap > Edebiyat > Roman (Yerli),Selçuk Alkan,KENT KİTAP,4 / 5 (69 oy),28,42,2,41,"359,00",11.05.2023,TÜRKÇE,383,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,456,32
Siyah MeşaleKapalı Kapının Ardı,Kitap > Edebiyat > Roman (Yerli),Dursun Kuveloğlu,Mİ YAYINLARI,5 / 5 (20 oy),8,3,3,4,"410,00",05.06.2023,TÜRKÇE,256,Karton Kapak,13 x 20 cm,Kitap Kağıdı,82,19
Enkaz,Kitap > Edebiyat > Roman (Yerli),Kahraman Tazeoğlu,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (9 oy),235,24,1,28,"195,00",08.11.2023,TÜRKÇE,208,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,585,10
Emanet Hikayeler,Kitap > Edebiyat > Hikaye (Yerli),Necip Tosun,DEDALUS KİTAP,5 / 5 (56 oy),186,37,4,46,"200,00",05.04.2023,TÜRKÇE,172,Karton Kapak,13 x 20 cm,Kitap Kağıdı,1146,19
Piku Nedir Bu?,Kitap > Çocuk Kitapları > Diğer,Didem Yıldız,MOTTO,Puan Yok,0,0,0,0,"276,00",01.04.2022,TÜRKÇE,48,Karton Kapak,14 x 21 cm,Kitap Kağıdı,34,0
Arka Kapının Şifreleri,Kitap > Spor > Genel,Ercan Taner,KRONOLOJİ YAYINLARI,5 / 5 (5 oy),27,4,0,3,"200,00",15.11.2022,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,148,3
Tehlikeli Yemin,Kitap > Edebiyat > Roman (Çeviri),Abbi Glines,PEGASUS YAYINLARI,4 / 5 (23 oy),71,10,0,34,"249,00",14.06.2016,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,124,9
Likit Ruh,Kitap > Edebiyat > Roman (Yerli),Saruhan Doğan,HAYY KİTAP - KAMPANYA,3 / 5 (2 oy),21,1,0,0,"150,00",26.06.2020,TÜRKÇE,256,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,34,2
Bütünsel Güzellik,Kitap > Kadın-Erkek > Güzellik-Bakım,Seda Sakacı,HAYY KİTAP - KAMPANYA,4 / 5 (15 oy),173,13,2,10,"175,00",22.01.2018,TÜRKÇE,144,Karton Kapak,15.5 x 23 cm,Kitap Kağıdı,255,7
Yüreğime Aşk Düştü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Eloisa James,PEGASUS YAYINLARI,4 / 5 (41 oy),506,13,1,45,"299,00",02.04.2010,TÜRKÇE,480,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,530,31
Kazan Şarkiyatçılığı'nın Kaderi ( XX. Yüzyıl),Kitap > Tarih > Araştırma-İnceleme > Kitap > Kültür > Kültür Tarihi,Mirkasım Usmanov,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (33 oy),90,16,1,15,"120,00",15.05.2013,TÜRKÇE,120,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,318,13
Dolunay,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Andrea Cremer,PEGASUS YAYINLARI,5 / 5 (14 oy),156,7,0,9,"299,00",17.09.2013,TÜRKÇE,416,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,87,5
Sonbahar Tılsımı,Kitap > Diğer > Gençlik Kitapları > Edebiyat,Bella Thorne,PEGASUS YAYINLARI,4 / 5 (78 oy),240,58,1,67,"249,00",04.05.2016,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,1480,34
Seni Özlüyorum,Kitap > Edebiyat > Roman (Çeviri),Louise Douglas,PEGASUS YAYINLARI,5 / 5 (4 oy),70,9,0,13,"299,00",11.05.2016,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,62,0
Zoraki RahibeSezarların Yönettiği Roma’dan Bir Hikaye,Kitap > Edebiyat > Roman (Çeviri),Edward Lucas White,DEDALUS KİTAP,5 / 5 (3 oy),69,3,0,2,"320,00",16.02.2021,TÜRKÇE,322,Karton Kapak,13 x 20 cm,Kitap Kağıdı,183,1
Erkeklerin İç Sesi,Kitap > Edebiyat > Deneme (Yerli),Çağrı Taner,HAYY KİTAP - KAMPANYA,2 / 5 (155 oy),266,54,5,43,"150,00",23.01.2019,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,935,13
Beklenmeyen Misafir,Kitap > Edebiyat > Roman (Yerli),İsmet Gülseçgin,URZENİ,Puan Yok,12,1,0,0,"320,00",09.12.2020,TÜRKÇE,420,Karton Kapak,14 x 22 cm,Kitap Kağıdı,69,0
Oyunların Dijital Hali 2,Kitap > Hobi > Oyunlar > Kitap > Akademik > Bilim,Özge Uğurlu Akbaş,URZENİ,Puan Yok,15,0,0,1,"270,00",21.06.2023,TÜRKÇE,360,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,52,0
Osmanlı'nın Kanlı Tarihi,Kitap > Tarih > Araştırma-İnceleme,İsmail Metin,SARMAL KİTABEVİ,4 / 5 (6 oy),60,5,0,2,"400,00",04.07.2022,TÜRKÇE,422,Karton Kapak,13 x 20 cm,Kitap Kağıdı,69,2
Teoride ve Uygulamada Yerel Yönetim 4.0,Kitap > Akademik > Siyaset İnceleme,Oktay Saral,HAYY KİTAP - KAMPANYA,5 / 5 (1 oy),25,3,0,1,"100,00",19.03.2020,TÜRKÇE,144,Karton Kapak,15.5 x 23 cm,Kitap Kağıdı,48,1
Doğmadan Ölenler,Kitap > Edebiyat > Roman (Yerli),Halit Yazıcı,KURMACA AKADEMİ,Puan Yok,10,2,0,0,"206,50",22.02.2021,TÜRKÇE,360,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,133,0
Kongo Blues,Kitap > Edebiyat > Roman (Çeviri),Jonathan Robijn,EPONA KİTAP,4 / 5 (2 oy),36,1,0,2,"256,00",05.10.2022,TÜRKÇE,200,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,84,1
Punk DüşünYaratıcı Düşüncenin Yeni Şekli,Kitap > Felsefe-Düşünce > Diğer,Ecequıel Barricart,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),53,0,0,1,"160,00",18.04.2020,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,6,0
Türk Sinemasında Ölüm,Kitap > Sinema-Tiyatro > Senaryo (Yerli),Cangül Akdaş,URZENİ,5 / 5 (1 oy),50,4,0,1,"350,00",24.06.2022,TÜRKÇE,289,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,46,0
PythagorasBüyük Düşünürlerden Yaşam Bilgeliği,Kitap > Felsefe-Düşünce > Diğer,Turgut Özgüney,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,17,1,0,0,"210,00",12.01.2023,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,3,0
O'nun Yolunda Biz,Kitap > İslam > Tasavvuf,Tufan Gündüz,YEDİTEPE YAYINEVİ-KAMPANYA,4 / 5 (82 oy),344,49,6,60,"150,00",05.04.2019,TÜRKÇE,144,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,872,30
İncir Tadında İyilik Öyküleri,Kitap > Edebiyat > Antoloji-Derleme,Kolektif,TİMAŞ YAYINLARI,4 / 5 (57 oy),92,15,6,46,"155,00",15.04.2022,TÜRKÇE,312,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,391,25
Zamanın Tekerleği,Kitap > Edebiyat > Roman (Çeviri),Aleksandr İvanoviç Kuprin,DEDALUS KİTAP,5 / 5 (6 oy),83,5,1,5,"140,00",05.11.2021,TÜRKÇE,100,Karton Kapak,13 x 20 cm,Kitap Kağıdı,236,4
Güzel Ölüler Serisi Takım Set (3 Kitap),Kitap > Edebiyat > Roman (Çeviri),Eden Maguire,PEGASUS YAYINLARI,5 / 5 (8 oy),293,10,2,8,"747,00",31.01.2020,TÜRKÇE,824,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,155,5
Aşkın Kırk Hali,Kitap > Edebiyat > Deneme (Yerli),40'lar Kulübü,40'LAR KULÜBÜ,5 / 5 (2 oy),20,2,0,2,"99,00",23.05.2022,TÜRKÇE,128,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,9,1
Kehribar Dumanı / Firar (Birinci Kitap),Kitap > Edebiyat > Bilimkurgu-Fantazya,Kristin Cast,PEGASUS YAYINLARI,4 / 5 (28 oy),236,20,0,20,"249,00",12.10.2017,TÜRKÇE,272,Karton Kapak,13.5 x 2 cm,Kitap Kağıdı,204,6
Öksüz VatanKeşke Hiç Böyle Olmasaydı!,Kitap > Siyaset > Araştırma-İnceleme,Prof. Dr. Doğan Aydal,MOTTO,4 / 5 (2 oy),14,5,0,1,"334,00",25.09.2023,TÜRKÇE,228,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,97,1
Yabancılar ve Ötekiler,Kitap > Edebiyat > Hikaye (Yerli),Demet Eker,EPONA KİTAP,5 / 5 (2 oy),19,4,0,6,"165,00",28.11.2024,TÜRKÇE,104,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,677,3
Acı Gülüş,Kitap > Edebiyat > Roman (Yerli),Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,5 / 5 (67 oy),551,62,7,61,"70,00",13.01.2021,TÜRKÇE,390,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,1374,25
Zehra Güneş / Geçilmeyen Duvar,Kitap > Spor > Biyografi,Can Eren,PETA KİTAP YAYINCILIK,Puan Yok,23,3,0,4,"135,00",22.07.2024,TÜRKÇE,120,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,89,1
Annem Bir Şizofren,Kitap > Psikoloji > İnceleme,Claire Phillips,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),74,6,0,1,"250,00",02.01.2024,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,47,0
Skinny Bitch Mutfakta,Kitap > Hobi > Yeme-İçme,Rory Freedman,PEGASUS YAYINLARI,3 / 5 (25 oy),270,23,8,24,"249,00",15.08.2008,TÜRKÇE,176,Karton Kapak,13.54 x 21 cm,Kitap Kağıdı,722,14
Gerginlik Toplumu,Kitap > Akademik > Psikoloji,İhsan Kurt,NET KİTAPLIK YAYINCILIK,Puan Yok,27,0,1,2,"340,00",03.01.2023,TÜRKÇE,200,Karton Kapak,13 x 20 cm,Kitap Kağıdı,10,0
Greklerde Eğitim Düşüncesi,Kitap > Eğitim > Diğer > Kitap > Felsefe-Düşünce > Genel,Thomas Davidson,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),83,4,0,0,"300,00",29.08.2008,TÜRKÇE,255,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,52,1
"Güneş, Ay ve Yıldızlardan Öyküler",Kitap > Edebiyat > Hikaye (Çeviri),Richard Erdoes,URZENİ,5 / 5 (1 oy),11,2,0,1,"170,00",17.10.2022,TÜRKÇE,114,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,11,0
Paşa'nın SofracısıPembe Köşk'te Üç Yıl,Kitap > Tarih > Araştırma-İnceleme,İhsan Aydın,USÛL YAYINLARI,5 / 5 (5 oy),42,2,0,4,"180,00",06.01.2023,TÜRKÇE,128,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,127,4
Günahkar,Kitap > Edebiyat > Roman (Çeviri),Maggie Stiefvater,PEGASUS YAYINLARI,4 / 5 (13 oy),109,11,0,9,"299,00",07.04.2017,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,74,7
Mesaj / Novus II,Kitap > Edebiyat > Diğer,Erhan Kolbaşı,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),65,3,1,6,"250,00",22.08.2023,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,274,3
Turgut ÖzalTürk Siyasal Hayatında Teknokrat Olarak,Kitap > Siyaset,Hazerfen Gültekin,URZENİ,5 / 5 (1 oy),18,1,0,1,"370,00",18.09.2023,TÜRKÇE,339,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,34,0
Hazretler SinemasıYeşilçam'ın Hazretli Filmleri,Kitap > Sinema-Tiyatro > Sinema-Genel,Bilal Yorulmaz,URZENİ,5 / 5 (2 oy),31,1,0,2,"350,00",02.02.2021,TÜRKÇE,386,Karton Kapak,13 x 20 cm,Kitap Kağıdı,35,0
Sığınamayanlar,Kitap > Edebiyat > Roman (Yerli),Aytekin Yılmaz,VADİ YAYINLARI,5 / 5 (2 oy),30,1,0,2,"330,00",06.04.2022,TÜRKÇE,256,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,97,1
Mozaik: Toplu Öyküler,Kitap > Edebiyat > Hikaye (Çeviri),Prosper Merimee,FİHRİST KİTAP,5 / 5 (1 oy),37,4,0,1,"174,50",10.05.2023,TÜRKÇE,108,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,153,0
İslam Öncesi Ortadoğu’da Eko-Politik Akıl,Kitap > Ekonomi > Tarih,Sedat Namdar,LEJAND,4 / 5 (3 oy),27,2,0,1,"250,00",27.03.2024,TÜRKÇE,298,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,104,2
Yanlış Yer Yanlış Zaman,Kitap > Edebiyat > Korku-Gerilim,Gillian Mcallister,OLİMPOS YAYINLARI,5 / 5 (92 oy),1.739,98,6,140,"320,00",15.03.2023,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2102,62
BIM-Yapı Bilgi Modellemesi (Building Information Modelling),Kitap > Bilgisayar > Diğer,Doç. Dr. Beliz Özorhon,ABAKÜS KİTAP - KAMPANYA,4 / 5 (6 oy),39,4,1,3,"200,00",02.05.2018,TÜRKÇE,152,Karton Kapak,16.5 x 24 cm,1. Hm. Kağıt,139,3
Komünizm ve Sol KorkusuAmerika Jusmat Kontrgerilla,Kitap > Siyaset > Kitap > Siyaset > Devlet,Süleyman Yağız,URZENİ,4 / 5 (2 oy),30,4,0,2,"400,00",19.07.2019,TÜRKÇE,354,Karton Kapak,14 x 22 cm,Kitap Kağıdı,78,0
Giyotin Takımı,Kitap > Edebiyat > Roman (Çeviri),Guillermo Arriaga,SİYASAL YAYIN GRUBU - KAMPANYA,Puan Yok,20,1,0,0,"230,00",05.11.2008,TÜRKÇE,164,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,15,1
Miyav! Yarın Yeni Bir Hayata Başlıyorum + Miyav! Kafayı mı Yediniz Siz? (2 Kitap Takım Set),Kitap > Çocuk Kitapları > Diğer,Gilles Legardinier,PEGASUS YAYINLARI,5 / 5 (28 oy),199,24,3,17,"598,00",31.01.2020,TÜRKÇE,720,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,334,12
Ölümsüz Cümleler,Kitap > Edebiyat > Polisiye,Polat Onat,FİHRİST KİTAP,5 / 5 (4 oy),41,0,0,10,"474,50",25.06.2021,TÜRKÇE,364,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,104,3
Şeffaf Toplum,Kitap > Felsefe-Düşünce > Felsefe Tarihi,Gianni Vattimo,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (10 oy),120,5,2,6,"200,00",03.09.2012,TÜRKÇE,144,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,89,1
